Lokalitet,Distrikt,LNR,Family,Taxon,Dato,Leg,Det,Coll,Note,DateDay,DateMonth,DateYear,YKoord,XKoord,GI,Genstand,Lat,Lng
Saltbæk Vig,NWZ,18844,Cantharidae,Malthodes mysticus,25071985,EP,MH,EP,hun,25,7,1985,6180550,634300,4,400,11.139854097644198,55.75198334456141
Saltbæk Vig,NWZ,16314,Curculionidae,Miarus micros,23081987,MH,MH,MH,,23,8,1987,6180550,634300,4,400,11.139854097644198,55.75198334456141
Saltbæk Vig,NWZ,15522,Curculionidae,Rhinoncus bruchoides,20051986,EP,EP,EP,,20,5,1986,6180550,634300,4,400,11.139854097644198,55.75198334456141
Saltbæk Vig,NWZ,10341,Chrysomelidae,Phratora laticollis,06071985,EP,EP,EP,,6,7,1985,6180550,634300,4,400,11.139854097644198,55.75198334456141
Saltbæk Vig,NWZ,9769,Chrysomelidae,Cryptocephalus pusillus,25071985,EP,EP,EP,,25,7,1985,6180550,634300,4,400,11.139854097644198,55.75198334456141
Saltbæk Vig,NWZ,40303,Dytiscidae,Hydroporus elongatulus,16072009,Holmen,Holmen,Holmen,,16,7,2009,6180550,634300,4,400,11.139854097644198,55.75198334456141
Salten,EJ,35018,Dytiscidae,Ilybius subaeneus,11061982,MH,MH,MH,,11,6,1982,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,35073,Dytiscidae,Ilybius aenescens,23071976,OVJ,OVJ,OVJ,,23,7,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,15603,Curculionidae,Orobitis cyaneus,20061989,EP,EP,EP,,20,6,1989,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,35304,Dytiscidae,Dytiscus latissimus,23071976,OVJ,OVJ,OVJ,,23,7,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,35370,Dytiscidae,Dytiscus circumcinctus,23071976,OVJ,OVJ,OVJ,,23,7,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,36492,Hydrophilidae,Enochrus ochropterus,11061982,MH,MH,MH,,11,6,1982,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,36008,Hydrophilidae,Sphaeridium bipustulatum,11061982,MH,MH,MH,,11,6,1982,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,4897,Coccinellidae,Hippodamia septemmaculata,07081976,VM,VM,VM,,7,8,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,13238,Curculionidae,Gronops lunatus,07081976,VM,VM,VM,,7,8,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,19046,Malachidae,Malachius aeneus,14061976,VM,VM,VM,,14,6,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,19563,Elateridae,Cidnopus aeruginosus,04061962,OVJ,OVJ,OVJ,,4,6,1962,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,1397,Nitidulidae,Meligethes exilis,11051982,MH,MH,MH,,11,5,1982,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,21730,Staphylinidae,Platystethus alutaceus,07061975,VM,VM,VM,,7,6,1975,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,23281,Staphylinidae,Lathrobium rufipenne,07081976,VM,VM,VM,han,7,8,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,10807,Chrysomelidae,Longitarsus pellucidus,07081976,VM,VM,VM,hun,7,8,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,36569,Hydrophilidae,Enochrus coarctatus,11061982,MH,MH,MH,,11,6,1982,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,14085,Curculionidae,Bagous frit,18061989,EP,EP,EP,,18,6,1989,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,29298,Staphylinidae,Calodera riparia,14061976,VM,VM,VM,,14,6,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,22104,Staphylinidae,Stenus biguttatus,02051980,VM,VM,VM,han,2,5,1980,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,9080,Chrysomelidae,Donacia crassipes,11061982,MH,MH,MH,,11,6,1982,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten,EJ,35249,Dytiscidae,Graphoderus bilineatus,23071976,OVJ,OVJ,OVJ,han/hun,23,7,1976,6215769,535499,1,10,9.570454944971614,56.085740532635114
Salten Å ved Salten Bro,EJ,36514,Hydrophilidae,Enochrus quadripunctatus,1976,,MH,NM,,NA,NA,1976,NA,NA,NA,NA,,
Salten Langsø,EJ,33522,Carabidae,Agonum gracile,24091964,PJ,PJ,PJ,,24,9,1964,6213799,539314,4,400,9.63146699771308,56.06774306406496
Salten Langsø,EJ,9179,Chrysomelidae,Donacia thalassina,15061986,MR,MR,MR,,15,6,1986,6213799,539314,4,400,9.63146699771308,56.06774306406496
Salten Langsø,EJ,23864,Staphylinidae,Philonthus decorus,07051978,MR,MR,MR,,7,5,1978,6213799,539314,4,400,9.63146699771308,56.06774306406496
Salten Langsø,EJ,19739,Elateridae,Ampedus cinnabarinus,02051980,,,,,2,5,1980,6213799,539314,4,400,9.63146699771308,56.06774306406496
Salten Langsø,EJ,31036,Carabidae,Bembidion  nigricorne,24091964,PJ,PJ,PJ,,24,9,1964,6213799,539314,4,400,9.63146699771308,56.06774306406496
Salten Langsø,EJ,30695,Carabidae,Notiophilus aquaticus,24091964,PJ,PJ,PJ,,24,9,1964,6213799,539314,4,400,9.63146699771308,56.06774306406496
Salten Langsø,EJ,32411,Carabidae,Bradycellus ruficollis,24091964,PJ,PJ,PJ,,24,9,1964,6213799,539314,4,400,9.63146699771308,56.06774306406496
Salten Profil,EJ,13271,Curculionidae,Hypera dauci,23081986,EP,EP,EP,,23,8,1986,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,15449,Curculionidae,Pelenomus quadrituberculatus,23081986,EP,EP,EP,,23,8,1986,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,16098,Curculionidae,Sibinia pyrrhodactyla,22081986,EP,EP,EP,,22,8,1986,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,11379,Chrysomelidae,Chaetocnema laevicollis,23081986,EP,EP,EP,han,23,8,1986,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,30387,Carabidae,Cicindela hybrida,24041962,PJ,PJ,PJ,,24,4,1962,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,10521,Chrysomelidae,Lochmaea crataegi,19061987,EP,EP,EP,,19,6,1987,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,16208,Curculionidae,Gymnetron veronicae,19061987,EP,EP,EP,,19,6,1987,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,13227,Curculionidae,Larinus planus,03071987,EP,EP,EP,,3,7,1987,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Profil,EJ,16142,Curculionidae,Mecinus pyraster,23081986,EP,EP,EP,,23,8,1986,NA,NA,NA,NA,56.08378200000001,9.569740000000001
Salten Skov,EJ,12424,Curculionidae,Phyllobius vespertinus,19061987,EP,EP,EP,,19,6,1987,6217424,537918,1,30,9.60955974404139,56.100423854860836
Salten Skov,EJ,36822,Silphidae,Aclypea opaca,10071980,MH,MH,MH,,10,7,1980,6217424,537918,1,30,9.60955974404139,56.100423854860836
"Salten Sø, Nordbred",EJ,13601,Curculionidae,Magdalis duplicata,07071984,EP,EP,EP,,7,7,1984,NA,NA,NA,NA,56.0672361,9.6271212
Saltholm,NEZ,40762,Staphylinidae,Carpelimus halophilus,17081995,P. Neerup Buhl,MH,P. Neerup Buhl,,17,8,1995,6172267,736739,1,610,12.761804689069399,55.63850865294349
Saltholm,NEZ,43238,Hydraenidae,Ochthebius auriculatus,13092006,HL,HL,HL,,13,9,2006,6172267,736739,1,610,12.761804689069399,55.63850865294349
Saltholm,NEZ,40263,Histeridae,Atholus praetermissus,15051966,GP,GP,GP,,15,5,1966,6172267,736739,1,610,12.761804689069399,55.63850865294349
Saltholm,NEZ,558,Heteroceridae,Heterocerus fusculus,03061936,,JP,ZM,,3,6,1936,6172267,736739,1,610,12.761804689069399,55.63850865294349
Saltholm,NEZ,40164,Histeridae,Hister bissexstriatus,15051966,GP,GP,GP,,15,5,1966,6172267,736739,1,610,12.761804689069399,55.63850865294349
Saltholm,NEZ,13796,Curculionidae,Pselactus spadix,15071984,Jane Anderson,VM,VM,,15,7,1984,6172267,736739,1,610,12.761804689069399,55.63850865294349
Saltø Skov,SZ,9559,Chrysomelidae,Cryptocephalus sericeus,11071923,,JP,ZM,,11,7,1923,6122239,670122,1,350,11.674275644602574,55.21733965514036
Saltum,NEJ,15694,Curculionidae,Anthonomus pomorum,04071984,EP,EP,EP,,4,7,1984,6348068,542175,1,10,9.699412329612864,57.27368063707461
Saltum,NEJ,15947,Curculionidae,Tychius quinquepunctatus,04071984,EP,EP,EP,,4,7,1984,6348068,542175,1,10,9.699412329612864,57.27368063707461
Saltum,NEJ,16299,Curculionidae,Miarus graminis,04071984,EP,EP,EP,,4,7,1984,6348068,542175,1,10,9.699412329612864,57.27368063707461
Saltum,NEJ,7917,Scarabaeidae,Heptaulacus villosus,30061973,PJ,PJ,OVJ,,30,6,1973,6348068,542175,1,10,9.699412329612864,57.27368063707461
Saltum,NEJ,7752,Scarabaeidae,Aphodius foetens,30061973,PJ,PJ,PJ,,30,6,1973,6348068,542175,1,10,9.699412329612864,57.27368063707461
Saltuna,B,36721,Silphidae,Nicrophorus investigator,22071964,OVJ,OVJ,OVJ,,22,7,1964,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,32816,Carabidae,Amara  majuscula,22071964,OVJ,OVJ,OVJ,,22,7,1964,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43122,Staphylinidae,Aleochara villosa,23062005,VM,VM,JP,,23,6,2005,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43231,Carabidae,Bradycellus verbasci,15071999,MOH,MOH,MOH,,15,7,1999,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43258,Staphylinidae,Bledius gallicus,14071999,MOH,MOH,MOH,,14,7,1999,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43152,Cleridae,Tillus elongatus,23062005,VM,VM,VM,,23,6,2005,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43124,Staphylinidae,Crataraea suturalis,23062005,VM,VM,VM,,23,6,2005,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43665,Cerambycidae,Pseudovadonia livida,06051989,MOH,MOH,MOH,,6,5,1989,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43144,Histeridae,Margarinotus merdarius,28102004,MOH,MOH,MOH,,28,10,2004,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43143,Histeridae,Margarinotus striola,23062005,VM,VM,VM,,23,6,2005,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43180,Chrysomelidae,Lilioceris lilii,23062006,MOH,MOH,MOH,,23,6,2006,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,23829,Staphylinidae,Philonthus succicola,08071956,MR,MR,MR,,8,7,1956,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43351,Cucujidae,Pediacus depressus,17072006,MOH,MOH,MOH,,17,7,2006,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43331,Dermestidae,Reesa vespulae,28062006,MOH,MOH,MOH,,28,6,2006,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,40360,Staphylinidae,Stenus humilis,15071999,MOH,MOH,MOH,,15,7,1999,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna,B,43129,Staphylinidae,Atheta harwoodi,23062005,VM,VM,VM,,23,6,2005,NA,NA,NA,NA,55.1892362,14.9973895
Saltuna ,B,43187,Chrysomelidae,Cryptocephalus hypochoeridis,06051989,MOH,MOH,MOH,,6,5,1989,NA,NA,NA,NA,55.1892362,14.9973895
Samsø,EJ,30596,Carabidae,Calosoma maderae,81860,,MH,ZM,,NA,8,1860,6191614,599517,4,610,10.589969565486482,55.859756383641404
Samsø,EJ,34853,Dytiscidae,Agabus uliginosus,19061965,Knud Pedersen,Knud Pedersen,Knud Pedersen,,19,6,1965,6191614,599517,4,610,10.589969565486482,55.859756383641404
Samsø,EJ,13282,Curculionidae,Hypera arundinis,071880,,JP,ZM,,NA,7,1880,6191614,599517,4,610,10.589969565486482,55.859756383641404
Samsø,EJ,10708,Chrysomelidae,Phyllotreta atra,19081976,,JP,ZM,,19,8,1976,6191614,599517,4,610,10.589969565486482,55.859756383641404
Samsø,EJ,9531,Chrysomelidae,Cryptocephalus hypochoeridis,06071957,,SK,NM,,6,7,1957,6191614,599517,4,610,10.589969565486482,55.859756383641404
Samsø,EJ,32917,Carabidae,Pterostichus punctulatus,24051979,JBR,JBR,JBR,,24,5,1979,6191614,599517,4,610,10.589969565486482,55.859756383641404
Samsø,EJ,42254,Carabidae,Trichocellus placidus,2000,WR,,,larver,NA,NA,2000,6191614,599517,4,610,10.589969565486482,55.859756383641404
"Sandager, Lolland",LFM,7853,Scarabaeidae,Aphodius immundus,20081902,,JP,ZM,,20,8,1902,NA,NA,NA,NA,54.6630583,11.6001074
Sandbjerg,NEZ,24103,Staphylinidae,Philonthus corruscus,28081960,,JP,ZM,,28,8,1960,6195665,719422,1,30,12.506023042679187,55.85647587241885
Sandbjergdalen,NEZ,41171,Leiodidae,Leiodes longipes,12101919,,,ZM,"(2) (erstatter ""fejlprik"")",12,10,1919,NA,NA,NA,NA,54.949686,9.750181999999999
"Sandbjerg, Høsterkøb",NEZ,32056,Carabidae,Harpalus affinis,05051960,KA,KA,KA,,5,5,1960,NA,NA,NA,NA,55.855872,12.4806379
"Sandbjerg, Studesborg",SJ,37877,Leiodidae,Agathidium varians,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Holte,NEZ,13180,Curculionidae,Cyphocleonus trisulcatus,15081915,VH,VH,ZM,,15,8,1915,NA,NA,NA,NA,55.8420962,12.4960575
Sandbjerg ved Holte,NEZ,41338,Staphylinidae,Gyrophaena nana,23081965,,,ZM,,23,8,1965,NA,NA,NA,NA,55.8420962,12.4960575
Sandbjerg ved Holte,NEZ,14841,Curculionidae,Ceutorhynchus pumilio,20051909,,VM,ZM,,20,5,1909,NA,NA,NA,NA,55.8420962,12.4960575
Sandbjerg ved Sottrup,SJ,5259,Ptinidae,Grynobius planus,08051986,MH,MH,MH,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,13512,Curculionidae,Leiosoma deflexum,08051986,MH,MH,MH,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,13809,Curculionidae,Phloeophagus lignarius,20041993,VM,VM,,notat!,20,4,1993,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,39242,Staphylinidae,Euplectus karstenii,13041986,MH,MH,MH,,13,4,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,16427,Curculionidae,Rhynchaenus fagi,13041986,MH,MH,MH,,13,4,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,11147,Chrysomelidae,Batophila rubi,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,16372,Curculionidae,Stereonychus fraxini,08051986,MH,MH,MH,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,30199,Staphylinidae,Aleochara funebris,08051986,MH,MH,MH,hun,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,12863,Curculionidae,Tropiphorus elevatus,08051986,MH,MH,MH,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,33697,Carabidae,Dromius quadrimaculatus,20041993,VM,VM,,notat!,20,4,1993,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,33708,Carabidae,Dromius spilotus,20041993,VM,VM,,notat!,20,4,1993,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,30936,Carabidae,Dyschirius globosus,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,5039,Ciidae,Cis hispidus,08051986,GP,GP,GP,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,5160,Ciidae,Ennearthron cornutum,13041986,MH,MH,MH,,13,4,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,33433,Carabidae,Platynus albipes,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,39539,Staphylinidae,Bryaxis curtisii,08051986,MH,MH,MH,han,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,39275,Staphylinidae,Euplectus punctatus,13041986,MH,MH,MH,han,13,4,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,2562,Cryptophagidae,Cryptophagus badius,08051986,GP,GP,GP,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,4940,Ciidae,Cis alter,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,5050,Ciidae,Cis bidentatus,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,5767,Ciidae,Ropalodontus perforatus,13041986,GP,GP,GP,,13,4,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,37800,Leiodidae,Agathidium nigripenne,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,4016,Zopheridae,Synchita variegata,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,12731,Curculionidae,Brachysomus echinatus,08051986,MH,MH,MH,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,6318,Mordellidae,Tomoxia bucephala,08051986,GP,GP,GP,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,3928,Mycetophagidae,Mycetophagus populi,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,3862,Mycetophagidae,Mycetophagus quadripustulatus,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,6802,Melandryidae,Melandrya barbata,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,27086,Staphylinidae,Callicerus obscurus,08051986,MH,MH,MH,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,20123,Eucnemidae,Melasis buprestoides,81985,J. Muona,J. Muona,VM,(et dødt eks.),NA,8,1985,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,41441,Mycetophagidae,Mycetophagus atomarius,08051986,GP,GP,GP,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,2441,Erytolidae,Dacne rufifrons,08051986,SK,SK,SK,,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,4324,Latridiidae,Latridius minutus,13041986,GP,GP,GP,,13,4,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,19617,Elateridae,anostirus purpureus,61902,,JP,ZM,,NA,6,1902,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,19793,Elateridae,Ampedus nigroflavus,13041986,MH,MH,MH,,13,4,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sandbjerg ved Sottrup,SJ,20651,Staphylinidae,Phyllodrepa melis,08051986,GP,GP,GP,jfr. 7. tillæg,8,5,1986,NA,NA,NA,NA,54.949686,9.750181999999999
Sanddalen,NEZ,27744,Staphylinidae,Liogluta longiuscula,08071921,,MH,ZM,han,8,7,1921,NA,NA,NA,NA,61.200118,8.5174821
Sanddobberne,NWZ,17183,Apionidae,Apion frumentarium,24051989,EP,EP,EP,,24,5,1989,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,36092,Hydrophilidae,Cercyon littoralis,12041984,EP,MH,MH,,12,4,1984,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,18646,Cantharidae,Cantharis fulvicollis,14071987,EP,EP,EP,,14,7,1987,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,11199,Chrysomelidae,Asiorestia motschulskii,25071984,SK,SK,SK,,25,7,1984,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,13212,Curculionidae,Lixus iridis,20051985,MH,MH,MH,,20,5,1985,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,40381,Staphylinidae,Mycetoporus baudueri,14102008,KA,KA,KA,,14,10,2008,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,17447,Apionidae,Apion urticarium,16081991,EP,EP,EP,,16,8,1991,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,16193,Curculionidae,Gymnetron melanarium,09061986,EP,EP,EP,,9,6,1986,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,18976,Malachidae,Charopus graminicola,25071984,SK,SK,SK,,25,7,1984,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,14664,Curculionidae,Nedyus quadrimaculatus,20051985,MH,MH,MH,,20,5,1985,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,11342,Chrysomelidae,Mantura chrysanthemi,14071987,EP,EP,EP,,14,7,1987,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,19647,Elateridae,Prosternon tessellatum,29051984,EP,EP,EP,,29,5,1984,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,12321,Curculionidae,Otiorhynchus atroapterus,24051989,EP,EP,EP,,24,5,1989,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,2834,Cryptophagidae,Antherophagus nigricornis,21081987,JBR,JBR,JBR,,21,8,1987,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,18613,Cantharidae,Cantharis cryptica,09061986,EP,EP,EP,,9,6,1986,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,16072,Curculionidae,Sibinia sodalis,09061986,EP,EP,EP,,9,6,1986,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,33188,Carabidae,Calathus melanocephalus,28091983,EP,MH,ZM,,28,9,1983,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,15291,Curculionidae,Ceutorhynchus erysimi,20051985,MH,MH,MH,,20,5,1985,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,1613,Nitidulidae,Epuraea aestiva,20051985,SK,SK,SK,,20,5,1985,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,25708,Staphylinidae,Tachyporus solutus,21081987,EP,VM,EP,,21,8,1987,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,1162,Nitidulidae,Meligethes flavimanus,26051985,SK,SK,SK,,26,5,1985,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,10121,Chrysomelidae,Phaedon concinnus,04071983,EP,EP,EP,,4,7,1983,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,13157,Curculionidae,Chromoderus affinis,23081984,EP,EP,EP,,23,8,1984,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,35531,Hydraenidae,Ochthebius dilatatus,12041984,EP,MH,MH,,12,4,1984,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,1173,Nitidulidae,Meligethes caudatus,20051985,MH,MH,MH,,20,5,1985,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,9813,Chrysomelidae,Bromius obscurus,29051984,EP,EP,EP,,29,5,1984,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,37126,Leiodidae,Sciodrepoides watsoni,20051985,SK,SK,SK,,20,5,1985,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanddobberne,NWZ,14455,Curculionidae,Thryogenes festucae,27051988,EP,EP,EP,,27,5,1988,6183964,649486,1,270,11.383465647527167,55.77818343208583
Sanderum,F,437294,Hydrophilidae,Hydrophilus aterrimus ,1899,,MH,ZM,,NA,NA,1899,6136827,584740,1,20,10.337102959811883,55.37042608181164
"Sanderum, Odense",F,16212,Curculionidae,Gymnetron veronicae,19061988,JBR,JBR,JBR,,19,6,1988,NA,NA,NA,NA,55.368424,10.3334759
"Sanderum, Odense",F,11020,Chrysomelidae,Longitarsus holsaticus,20051905,,MH,ZM,,20,5,1905,NA,NA,NA,NA,55.368424,10.3334759
"Sanderum, Odense",F,15409,Curculionidae,Pelenomus comari,11071988,JBR,JBR,JBR,,11,7,1988,NA,NA,NA,NA,55.368424,10.3334759
"Sanderum, Odense",F,36628,Curculionidae,Bagous alismatis,1899,,MH,ZM,,NA,NA,1899,NA,NA,NA,NA,55.368424,10.3334759
"Sanderum, Odense",F,40755,Staphylinidae,Reichenbachia juncorum,2. periode,,,ZM,,NA,NA,NA,NA,NA,NA,NA,55.368424,10.3334759
"Sanderum, Odense",F,33911,Haliplidae,Haliplus confinis,61891,H. P. Jørgensen,Holmen,ZM,,NA,6,1891,NA,NA,NA,NA,55.368424,10.3334759
Sandfeld,WJ,10357,Chrysomelidae,Galerucella lineola,16091973,SK,SK,SK,,16,9,1973,6204222,500814,1,40,9.013045981771254,55.98330896854874
Sandfeld,WJ,36647,Hydrophilidae,Berosus signaticollis,10041977,MH,MH,MH,,10,4,1977,6204222,500814,1,40,9.013045981771254,55.98330896854874
Sandfeld,WJ,40638,Anthribidae,Anthribus scapularis,11061996,KA,KA,KA,,11,6,1996,6204222,500814,1,40,9.013045981771254,55.98330896854874
Sandfeld,WJ,35404,Gyrinidae,Gyrinus aeratus,14041981,MH,MH,MH,han,14,4,1981,6204222,500814,1,40,9.013045981771254,55.98330896854874
Sandfeld,WJ,31048,Carabidae,Bembidion  lampros,15041973,MH,MH,MH,,15,4,1973,6204222,500814,1,40,9.013045981771254,55.98330896854874
Sandfeld,WJ,18277,Curculionidae,Pityogenes bidentatus,14101973,MH,MH,MH,,14,10,1973,6204222,500814,1,40,9.013045981771254,55.98330896854874
