Lokalitet,Distrikt,LNR,Family,Taxon,Dato,Leg,Det,Coll,Note,DateDay,DateMonth,DateYear,YKoord,XKoord,GI,Genstand,Lat,Lng
Aagesholm,NEZ,35224,Dytiscidae,Hydaticus aruspex,16041938,,JP,ZM,,16,4,1938,NA,NA,NA,NA,,
Åbenrå,SJ,1099,Byturidae,Byturus tomentosus,11071973,GP,GP,GP,,11,7,1973,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,33136,Carabidae,Abax parallelepipedus,(ca. 1970),,MH,,notat!,NA,NA,1970,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,12599,Curculionidae,Polydrusus pterygomalis,13061921,,JP,ZM,,13,6,1921,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,17736,Curculionidae,Scolytus laevis,11071973,GP,GP,GP,,11,7,1973,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,9893,Chrysomelidae,Chrysolina oricalcia,11071973,GP,GP,GP,,11,7,1973,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,38097,Staphylinidae,Neuraphes angulatus,13061921,,JP,ZM,,13,6,1921,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,8496,Cerambycidae,Anoplodera sanguinolenta,1882,,MH,ZM,,NA,NA,1882,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,10234,Chrysomelidae,Chrysomela tremula,10071973,GP,GP,GP,jfr. 4. tillæg,10,7,1973,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,19166,Dasytidae,Dasytes cyaneus,61936,,JP,ZM,,NA,6,1936,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,29869,Staphylinidae,Oxypoda flavicornis,1936,Hartvig Jensen,VM,NM,,NA,NA,1936,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,26833,Staphylinidae,Falagria sulcatula,1930,,VM,NM,,NA,NA,1930,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,6450,Mordellidae,Mordellochroa abdominalis,11071973,GP,GP,GP,,11,7,1973,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå,SJ,21179,Staphylinidae,Anthophagus caraboides,22081974,,JP,ZM,,22,8,1974,NA,NA,NA,NA,55.040852,9.415158900000002
Åbenrå (Havnen ),SJ,40503,Tenebrionidae,Palorus subdepressus,27092009,JP,JP,JP,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43589,Ptinidae,Ptinus tectus,27092009,OVJ,OVJ,OVJ,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43653,Tenebrionidae,Tribolium confusum,20092009,JP,JP,JP,,20,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43600,Silvanidae,Oryzaephilus surinamensis,27092009,OVJ,OVJ,OVJ,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43703,Curculionidae,Sitophilus granarius,20092009,JP,JP,JP,,20,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43705,Curculionidae,Sitophilus zeamais,20092009,JP,JP,JP,,20,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43609,Laemophloeidae,Cryptolestes pusillus,27092009,OVJ,OVJ,OVJ,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43595,Cleridae,Necrobia ruficollis,27092009,OVJ,OVJ,OVJ,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43592,Ptinidae,Stegobium paniceum,27092009,OVJ,OVJ,OVJ,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43645,Mycetophagidae,Typhaea haagi,20092009,JP,JP,JP,,20,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43658,Tenebrionidae,Palorus ratzeburgii,27092009,JP,JP,JP,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43602,Silvanidae,Oryzaephilus mercator,27092009,OVJ,OVJ,OVJ,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå (Havnen),SJ,43611,Laemophloeidae,Cryptolestes turcicus,27092009,OVJ,OVJ,OVJ,,27,9,2009,NA,NA,NA,NA,55.044697,9.4255129
Åbenrå Skov,SJ,29638,Staphylinidae,Oxypoda vittata,1936,,VM,NM,,NA,NA,1936,NA,NA,NA,NA,55.0364,9.389128099999999
Åbenrå Sønderskov,SJ,11070,Chrysomelidae,Altica brevicollis,24061921,,VH,ZM,hun,24,6,1921,NA,NA,NA,NA,55.025567,9.384258
Abkær Mose,SJ,25568,Staphylinidae,Bolitobius castaneus,27081978,VM,VM,VM,,27,8,1978,6114744,521663,1,390,9.34016614538932,55.17882522801435
Abkær Mose,SJ,35292,Dytiscidae,Acilius canaliculatus,24061981,PJ,PJ,PJ,,24,6,1981,6114744,521663,1,390,9.34016614538932,55.17882522801435
Aborg Strand,F,10052,Chrysomelidae,Oreina caerulea,03081972,GP,MH,SK,,3,8,1972,6128846,556860,1,40,9.895643457719746,55.302737606705705
Aborg Strand,F,21976,Staphylinidae,Bledius filipes,10081986,PJ,PJ,PJ,,10,8,1986,6128846,556860,1,40,9.895643457719746,55.302737606705705
Aborg Strand,F,26024,Staphylinidae,Cypha laeviuscula,1970erne,VM,VM,,notat!,NA,NA,NA,6128846,556860,1,40,9.895643457719746,55.302737606705705
Aborg Strand,F,30930,Carabidae,Dyschirius angustatus,10081986,PJ,PJ,PJ,,10,8,1986,6128846,556860,1,40,9.895643457719746,55.302737606705705
Aborg Strand ved Assens,F,27619,Staphylinidae,Hydrosmecta longula,22081976,VM,VM,VM,hun,22,8,1976,NA,NA,NA,NA,55.30230539999999,9.8920479
Aborg Strand ved Assens,F,23098,Staphylinidae,Scopaeus cognatus,22081976,VM,VM,VM,,22,8,1976,NA,NA,NA,NA,55.30230539999999,9.8920479
Åbybro,NEJ,9116,Chrysomelidae,Donacia sparganii,ca. 1965,PJ,PJ,,ingen eks.,NA,NA,1965,NA,NA,NA,NA,57.160205,9.734748999999999
Åbyhøj,EJ,12325,Curculionidae,Otiorhynchus lugdunensis,27041993,JBR,JBR/MH,MH,,27,4,1993,6224052,572113,1,20,10.160965068104524,56.15602672813265
Addit,EJ,13425,Curculionidae,Hypera venusta,23061989,EP,EP,EP,,23,6,1989,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,22544,Staphylinidae,Stenus crassus,12051979,VM,VM,VM,hun,12,5,1979,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,14459,Curculionidae,Thryogenes nereis,15061989,EP,EP,EP,,15,6,1989,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,33302,Carabidae,Agonum sexpunctatum,30051974,SK,SK,SK,,30,5,1974,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,11742,Chrysomelidae,Cassida nebulosa,24081986,EP,EP,EP,,24,8,1986,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,17869,Curculionidae,Phloeotribus rhododactylus,20101979,MH,MH,MH,,20,10,1979,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,11104,Chrysomelidae,Altica palustris,13081973,MR,MR,MR,han,13,8,1973,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,33104,Carabidae,Pterostichus minor,30051977,SK,SK,SK,,30,5,1977,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,30222,Staphylinidae,Aleochara moerens,12091992,MH,MH,MH,,12,9,1992,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,17847,Curculionidae,Hylastinus obscurus,20101979,MH,MH,MH,,20,10,1979,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,12996,Curculionidae,Sitona lepidus,24081986,EP,EP,EP,,24,8,1986,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit,EJ,13392,Curculionidae,Hypera plantaginis,24081986,EP,EP,EP,,24,8,1986,6210881,538336,1,30,9.615341692481993,56.041606095091105
Addit ,EJ,5757,Coccinellidae,Scymnus nigrinus,12091992,MH,MH,MH,,12,9,1992,NA,NA,NA,NA,32.449955,-87.473595
Addit Skov,EJ,264,Elodidae,Cyphon punctipennis,14041982,MH,MH,MH,han,14,4,1982,6212050,538152,1,350,9.612554846457662,56.052123505756086
Addit Skov,EJ,34545,Dytiscidae,Hydroporus longicornis,22031982,Holmen,Holmen,ZM,,22,3,1982,6212050,538152,1,350,9.612554846457662,56.052123505756086
Addit Skov,EJ,39969,Histeridae,Carcinops pumilio,14041982,MH,MH,MH,,14,4,1982,6212050,538152,1,350,9.612554846457662,56.052123505756086
Addit Skov,EJ,34787,Dytiscidae,Agabus melanarius,14041982,MH,MH,MH,,14,4,1982,6212050,538152,1,350,9.612554846457662,56.052123505756086
Addit Skov,EJ,36360,Hydrophilidae,Anacaena lutescens,14041982,MH,MH,MH,,14,4,1982,6212050,538152,1,350,9.612554846457662,56.052123505756086
Addit Skov,EJ,40421,Staphylinidae,Quedius boops,12091992,JP,JP,JP,han,12,9,1992,6212050,538152,1,350,9.612554846457662,56.052123505756086
Æbelø,F,42176,Ciidae,Cis jacquemartii,29061999,VM,VM,VM,,29,6,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41268,Staphylinidae,Ontholestes tessellatus,25061998,MH,MH,,notat!,25,6,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42399,Latridiidae,Latridius nidicola,27052001,PJ,PJ,PJ,,27,5,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41514,Curculionidae,Orthotomicus laricis,19091998,PJ,PJ,PJ,,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,1533,Nitidulidae,Omosita depressa,06081994,PJ,PJ,PJ,,6,8,1994,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42074,Staphylinidae,Atheta benickiella,20091998,VM,VM,VM,,20,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41029,Cerambycidae,Tetropium gabrieli,17051997,VM,VM,VM,,17,5,1997,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41090,Curculionidae,Sitona gressorius,17051997,PJ,PJ,PJ,,17,5,1997,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41661,Staphylinidae,Thamiaraea cinnamomea,1999,PJ,PJ,PJ,,NA,NA,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41671,Staphylinidae,Cypha seminulum,25061998,MH,MH,MH,,25,6,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41074,Anthribidae,Enedreytes sepicola,17051997,PJ,PJ,PJ,,17,5,1997,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40872,Staphylinidae,Holobus apicatus,17051997,VM,VM,VM,,17,5,1997,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41958,Staphylinidae,Bledius defensus,19091998,VM,VM,VM,,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42286,Staphylinidae,Acrolocha sulcula,01092001,VM,VM,VM,,1,9,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41897,Leiodidae,Colon brunneum,19091998,VM,VM,VM,,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41668,Staphylinidae,Placusa tachyporoides,06071999,PJ,PJ,PJ,,6,7,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40523,Cantharidae,Malthodes minimus,13071996,OM,OM,ZM,,13,7,1996,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40459,Staphylinidae,Atheta aeneicollis,1996,VM,VM,VM,,NA,NA,1996,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42990,Cleridae,Necrobia ruficollis,05042004,PJ,PJ,PJ,rester,5,4,2004,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40434,Staphylinidae,Tachyporus pusillus,1996,VM,VM,VM,,NA,NA,1996,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42554,Histeridae,Saprinus planiusculus,20072001,,,ZM,han,20,7,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42305,Staphylinidae,Staphylinus caesareus,22042001,,JP,Nm,,22,4,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41787,Ciidae,Cis fagi,06071999,PJ,PJ,PJ,,6,7,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40631,Chrysomelidae,Lythraria salicariae,1996,VM,VM,VM,,NA,NA,1996,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41948,Staphylinidae,Euplectus tholini,19091998,VM,VM,VM,han,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42271,Ptiliidae,Ptiliola kunzei,01092001,VM,VM,VM,,1,9,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42201,Chrysomelidae,Phyllobrotica quadrimaculata,19091998,VM,VM,VM,,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42352,Trogidae,Trox sabulosus,26052001,PJ,PJ,PJ,,26,5,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41085,Curculionidae,Barypeithes trichopterus,18051997,VM,VM,VM,,18,5,1997,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42335,Staphylinidae,Atheta ischnocera,01092001,VM,VM,VM,,1,9,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41022,Salpingidae,Rabocerus gabrieli,17051997,PJ,PJ,PJ,,17,5,1997,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41300,Staphylinidae,Ischnoglossa prolixa,25061998,MH,MH,MH,,25,6,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41447,Melandryidae,Abdera biflexuosa,25061998,MH,MH,MH,,25,6,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41707,Dermestidae,Ctesias serra,07071999,PJ,PJ,PJ,,7,7,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42019,Staphylinidae,Quedius boops,19091998,VM,VM,VM,,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42461,Leiodidae,Anisotoma castanea,05102002,OVJ,OVJ,OVJ,,5,10,2002,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41538,Leiodidae,Catops kirbii,03071999,PJ,PJ,PJ,,3,7,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41970,Staphylinidae,Stenus nigritulus,17042000,PJ,PJ,PJ,,17,4,2000,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41028,Aderidae,Euglenes oculatus,02071997,PJ,PJ,PJ,,2,7,1997,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,8248,Lucanidae,Lucanus cervus,10061952,Hans Sigvald Pedersen,OVJ,OVJ,,10,6,1952,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42553,Histeridae,Saprinus semistriatus,20072001,P. Neerup Buhl,MH,,"han, notat!",20,7,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42078,Staphylinidae,Atheta setigera,19091998,VM,VM,VM,,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41297,Staphylinidae,Aleochara verna,25061998,MH,MH,,"han, notat!",25,6,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41749,Cryptophagidae,Atomaria lohsei,29061999,PJ,PJ,PJ,,29,6,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,7357,Scarabaeidae,Onthophagus joannae,06081994,PJ,PJ,PJ,,6,8,1994,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40605,Melandryidae,Conopalpus testaceus,13071996,OM,OM,ZM,,13,7,1996,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40433,Staphylinidae,Tachyporus dispar,1996,VM,VM,VM,,NA,NA,1996,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,6070,Aderidae,Euglenes oculatus,15071922,VH,VH,OVJ,,15,7,1922,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,24077,Staphylinidae,Philonthus ebeninus,25061943,,VH,ZM,,25,6,1943,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41907,Ptiliidae,Micridium halidaii,09092000,PJ,PJ,PJ,,9,9,2000,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41513,Curculionidae,Polygraphus poligraphus,19091998,PJ,PJ,PJ,,19,9,1998,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,41628,Staphylinidae,Dexiogyia corticina,29061999,PJ,PJ,PJ,,29,6,1999,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,40418,Staphylinidae,Quedius scitus,1996,VM,VM,VM,,NA,NA,1996,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42132,Elateridae,Ampedus hjorti,09092000,PJ,PJ,PJ,,9,9,2000,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø,F,42294,Staphylinidae,Bibloporus minutus,01092001,OVJ,OVJ,OVJ,,1,9,2001,6166715,574145,1,610,10.17795804670607,55.6406472196972
Æbelø Holm,F,42590,Coccinellidae,Nephus limonii,27032002,PJ,PJ,PJ,,27,3,2002,6163472,574609,1,610,10.18444894268129,55.61144251916777
Æbelø Holm,F,42308,Staphylinidae,Quedius simplicifrons,02072001,PJ,PJ,PJ,,2,7,2001,6163472,574609,1,610,10.18444894268129,55.61144251916777
Æbeltoft,EJ,36679,Silphidae,Nicrophorus germanicus,(før 1900),,(?),,nævnt af Rye 1906 - eks. ikke set - gået tabt?,NA,NA,NA,NA,NA,NA,NA,56.196327,10.677857
Æbeltoft Færgehavn,EJ,26009,Staphylinidae,Cypha tarsalis,31081991,SK,SK,SK,han,31,8,1991,NA,NA,NA,NA,56.194101,10.668295
Ærø,F,33262,Carabidae,Dolichus halensis,12071939,,JP,ZM,,12,7,1939,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,1500,Nitidulidae,Nitidula bipunctata,03061932,,MH,ZM,,3,6,1932,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,7764,Scarabaeidae,Aphodius foetidus,13041939,,,ZM,jfr. 10. tillæg,13,4,1939,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,23450,Staphylinidae,Leptacinus batychrus,07051940,,JP,ZM,,7,5,1940,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,20843,Staphylinidae,Omalium caesum,25021939,,JP,ZM,,25,2,1939,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,34967,Dytiscidae,Agabus labiatus,09041937,,JP,ZM,,9,4,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,7379,Scarabaeidae,Onthophagus vacca,07061937,,JP,ZM,,7,6,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,10943,Chrysomelidae,Longitarsus nasturtii,13051933,,MH,ZM,,13,5,1933,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,23626,Staphylinidae,Gauropterus fulgidus,07051940,,JP,ZM,,7,5,1940,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,9073,Chrysomelidae,Macroplea mutica,13061939,,JP,ZM,,13,6,1939,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,40226,Histeridae,Margarinotus carbonarius,03061932,,MH,ZM,,3,6,1932,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,23406,Staphylinidae,Achenium humile,03071937,,JP,ZM,,3,7,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,24319,Staphylinidae,Philonthus rubripennis,28041937,,VH,ZM,,28,4,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,4032,Zopheridae,Orthocerus clavicornis,27081929,,MH,ZM,,27,8,1929,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,34483,Dytiscidae,Hydroporus pubescens,30091937,,JP,ZM,,30,9,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,24209,Staphylinidae,Philonthus cruentatus,28041937,,JP,ZM,,28,4,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,22559,Staphylinidae,Stenus formicetorum,12071939,,JP,ZM,,12,7,1939,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,1489,Nitidulidae,Meligethes gagathinus,03071937,VH,VH,ZM,han,3,7,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,36859,Silphidae,Silpha carinata,28051934,,JP,ZM,,28,5,1934,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,24308,Staphylinidae,Philonthus micantoides,12051939,VH,VH/MH,ZM,han,12,5,1939,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,6224,Anthicidae,Anthicus bimaculatus,(ca. 1930-1940),Christiani,Christiani,,(jfr. West 1947 ) - eks. ikke set ,NA,NA,NA,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,41814,Chrysomelidae,Longitarsus reichei,24081937,,,ZM,,24,8,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,7423,Geotrupidae,Geotrupes stercorarius,15051928,,JP,ZM,,15,5,1928,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,27498,Staphylinidae,Aloconota planifrons,12051933,FL,Brundin/VM,NM,Lohse + Benick: planifrons,12,5,1933,6085250,587250,4,610,10.360837231003883,54.906636873703995
Ærø,F,21569,Staphylinidae,Oxytelus piceus,12081937,,JP,ZM,,12,8,1937,6085250,587250,4,610,10.360837231003883,54.906636873703995
 Ærø,F,437288,Carabidae,Pterostichus nigrita,30041930,,MH,ZM,hun,30,4,1930,NA,NA,NA,NA,54.8589026,10.3874812
Ærøhale,F,31359,Carabidae,Bembidion  normannum,17041984,PJ,PJ,PJ,,17,4,1984,NA,NA,NA,NA,,
Ærø (Kragnæs),F,36639,Hydrophilidae,Berosus spinosus,26071968,MH,MH,MH,ikke fulvus!,26,7,1968,NA,NA,NA,NA,54.8649589,10.4700364
"Aflandshage, Amager",NEZ,30681,Carabidae,Nebria salina,29071990,JP,JP,JP,,29,7,1990,NA,NA,NA,NA,55.6107703,12.6051632
"Aflandshage, Amager",NEZ,30285,Staphylinidae,Aleochara bilineata,27051995,JP,JP,JP,,27,5,1995,NA,NA,NA,NA,55.6107703,12.6051632
Agernæs,F,33658,Carabidae,Dromius angustus,03051992,PJ,PJ,PJ,,3,5,1992,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,19985,Elateridae,Ectinus aterrimus,05071982,AJ,AJ,AJ,,5,7,1982,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,32613,Carabidae,Amara  aenea,03051992,PJ,PJ,,notat!,3,5,1992,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,24638,Staphylinidae,Ocypus picipennis,03051992,PJ,PJ,PJ,,3,5,1992,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,43195,Curculionidae,Brachyderes lusitanicus,29102005,Rune Bygebjerg,JP,NM,,29,10,2005,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,17884,Curculionidae,Hylurgops palliatus,03051992,PJ,PJ,PJ,,3,5,1992,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,19281,Cleridae,Thanasimus formicarius,03051992,PJ,PJ,PJ,,3,5,1992,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,19545,Elateridae,Athous haemorrhoidalis,05071983,,,,,5,7,1983,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,19457,Elateridae,Stenagostus rhombeus,71976,Per Iversen,VM,VM,,NA,7,1976,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,13836,Curculionidae,Rhyncolus ater,03051992,PJ,PJ,PJ,,3,5,1992,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,42433,Curculionidae,Brachyderes incanus,24092001,PJ,PJ,PJ,,24,9,2001,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs,F,7973,Scarabaeidae,Aegialia arenaria,26051983,,JP,ZM,,26,5,1983,6116841,563108,7,90,9.991356495795626,55.19411506490859
Agernæs (Flyvesandet),F,43382,Zopheridae,Orthocerus clavicornis,25042006,PJ,PJ,PJ,,25,4,2006,NA,NA,NA,NA,55.6201071,10.30128
"Agernæs, Nordfyn",F,8028,Trogidae,Trox scaber,61976,Per Iversen,VM,VM,lysfælde,NA,6,1976,NA,NA,NA,NA,55.592865,10.338015
Agernæs på Nordfyn,F,43277,Staphylinidae,Quedius persimilis,23032007,KA,KA,KA,han,23,3,2007,NA,NA,NA,NA,55.592865,10.338015
Agersø,SZ,15499,Curculionidae,Rhinoncus castor,15081971,GP,GP,GP,,15,8,1971,6120278,639271,4,610,11.18877778462242,55.2093934024387
Agersø,SZ,14608,Curculionidae,Coeliodes nigritarsis,15081971,GP,GP,GP,,15,8,1971,6120278,639271,4,610,11.18877778462242,55.2093934024387
Agersø,SZ,16126,Curculionidae,Mecinus collaris,15081971,GP,GP,GP,,15,8,1971,6120278,639271,4,610,11.18877778462242,55.2093934024387
Agersø,SZ,11616,Chrysomelidae,Psylliodes crambicola,15081971,GP,MH,MH,,15,8,1971,6120278,639271,4,610,11.18877778462242,55.2093934024387
Agersø,SZ,15521,Curculionidae,Rhinoncus bruchoides,15081971,GP,GP,GP,,15,8,1971,6120278,639271,4,610,11.18877778462242,55.2093934024387
Ågesholm,NEZ,2934,Cryptophagidae,Atomaria nigriventris,18091913,,MH,ZM,,18,9,1913,6174929,702515,1,90,12.220988394977562,55.677846729030094
Agger,NWJ,22359,Staphylinidae,Stenus atratulus,09071888,,JP,KVL nu ZM,,9,7,1888,6293551,453811,1,10,8.244034536056711,56.78358533861545
Aggersund,NEJ,30885,Carabidae,Dyschirius salinus,09081973,PJ,PJ,PJ,,9,8,1973,6317978,517060,2,10,9.280871017196878,57.00500387380105
Aggersund,NEJ,30885,Carabidae,Dyschirius salinus,09081973,PJ,PJ,PJ,,9,8,1973,6316763,517402,4,660,9.286417666833835,56.994076312418706
"Aggertangen, Thy",NWJ,35900,Helophoridae,Helophorus fulgidicollis,1978,,MH,NM,,NA,NA,1978,NA,NA,NA,NA,,
"Åker, Lisgård",B,24973,Staphylinidae,Quedius curtipennis,12071933,,MH,NM,han,12,7,1933,NA,NA,NA,NA,,
Åker Plantage,B,17713,Curculionidae,Scolytus multistriatus,1950'erne,,,,(jfr. V. Hansen 1970) - eks. ikke set!,NA,NA,NA,6121756,881444,1,350,14.980938836532776,55.09536788082032
