Lokalitet,Distrikt,YKoord,XKoord,GI,Genstand
Strandby Gårde,NEJ,6293709,513305,1,30
Strandby Hede,NEJ,6373514,586601,1,40
Strandby p. Langeland,F,6096431,616257,3,30
Strandby p. Ærø,F,6082052,595701,3,30
Strandby Rev,NEJ,6373328,591264,6,700
Strandby v. Ertebølle,NEJ,6294046,513266,3,10
Strandby v. Frederikshavn,NEJ,6373623,589479,3,10
Strandby v. Løgismose,F,6118059,571004,3,30
Strande,NWJ,6269882,448583,1,30
Strandegård,SZ,6120245,698198,1,60
Strandegård Dyrehave,SZ,6121492,699510,1,350
Strandelhjørn,SJ,6112512,516322,1,30
Strandelhjørnskov,SJ,6111489,517981,1,40
Stranden,NEJ,6324356,567109,1,40
Strandenge,NEZ,6201091,686413,1,380
Stranderholm,NEJ,6321576,565716,1,80
Stranderød,SJ,6082037,534883,1,30
Strandet,NWJ,6270162,514660,1,60
Strandfogedgård,SZ,6140275,716457,1,90
Strandgade,SJ,6096623,531608,1,30
Strandgård,SZ,6097699,699361,1,90
Strandgård,NEJ,6319784,582114,1,40
Strandgårde,WJ,6217966,449794,1,30
Strandgården,WJ,6228250,446000,1,150
Strandholm,LFM,6059024,653330,1,90
Strandholt,EJ,6278276,554585,1,80
Strandhoved,SZ,6123163,700083,1,30
Strandhuse,LFM,6078482,667293,1,30
Strandhuse,SZ,6118892,694820,1,40
Strandhuse,NWZ,6196033,666952,1,10
Strandhuse p. Langeland,F,6091403,610902,3,30
Strandhuse p. Ærø,F,6082821,587944,3,40
Strandhuse v. Fjællebroen,F,6102165,588937,3,30
Strandhuse v. Juelsminde,EJ,6173628,564209,3,50
Strandhuse v. Kokkedal,NEZ,6202361,719935,3,30
Strandhuse v. Kolding,EJ,6150899,533684,3,20
Strandhuse v. Kyndby,NEZ,6189750,681733,3,50
Strandhuse v. Svendborg,F,6101421,601921,3,20
Strandhøj,F,6134884,614022,1,150
Strandkær p. Mols,EJ,6232608,597703,3,150
Strandkær v. Hadsund,EJ,6287944,571612,3,40
Strandlodshuse,SZ,6122452,700132,1,20
Strandmarken,B,6111415,886490,1,370
Strandmarken,EJ,6217058,577630,1,270
Strandmøllen,NEZ,6190633,724501,1,30
Strandplantage,EJ,6240319,613522,1,350
Strands,EJ,6227860,592529,1,30
Strandskov,NEZ,6172752,677354,1,350
Strandskov,LFM,6089171,706979,1,350
Strandskov,EJ,6171505,539909,4,350
Strandskov,F,6143014,589085,1,350
Strandskov = Køge Strandskov,SZ,6148577,702419,8,350
Strandskov = Vemmetofte Strandskov,SZ,6125613,703694,8,350
Strandskovgård,F,6138677,611997,1,90
Strandvangen,NEZ,6190158,692859,1,40
Strarup,F,6119542,598573,1,40
Strat,WJ,6142757,484449,1,30
Strejlebakke 49m,F,6127231,578809,5,540
Strellev,WJ,6183333,471077,1,30
Strenghøjgård,NEZ,6194421,701290,1,90
Strevelshoved,EJ,6192262,566339,1,570
Strib,F,6155021,549242,1,10
Strib Odde,F,6155649,547878,1,560
Striben,NEJ,6330351,569959,1,80
Stribsig Huse,EJ,6255794,567631,1,40
Stride,NEJ,6350125,542861,1,40
Strivelsehøj 65m,LFM,6100727,723092,5,540
Strognæs,LFM,6059394,665529,1,570
Strongelsbjerg 21m,EJ,6220606,564455,5,540
Strovstrup,WJ,6246853,470884,1,30
Strudhøj 38m,NEZ,6181656,682336,5,540
Strudvad,WJ,6165273,461114,1,30
Struer,NWJ,6260569,474781,1,10
Struer Bugt,NWJ,6262662,475538,6,670
Strynø,F,6085644,603283,4,610
Strynø By,F,6085553,603459,1,30
Strynø Kalv,F,6084851,601237,1,610
Strærup,F,6119611,568204,1,30
Strærup Bys Skovhaver,F,6115359,567273,1,350
Strø,NEZ,6198988,696999,1,30
Strø Bjerg,NEZ,6198078,696961,1,550
Strøby,NEZ,6167572,705001,1,40
Strøby,B,6117876,876929,1,40
Strøby,EJ,6250064,595277,1,40
Strøby,SZ,6142557,707972,1,10
Strøby Egede,SZ,6145917,705379,1,10
Strøby Grøftemark,SZ,6143499,709753,1,40
Strøby Ladeplads,SZ,6144547,708926,1,50
Strøbyhus,B,6117629,877551,1,150
Strøbylille,SZ,6143054,710696,1,30
Strødam,NEZ,6206640,704747,1,80
Strøgårdsvang,NEZ,6208123,704833,1,350
Strølavet,F,6127413,563617,1,270
Strølille,NEZ,6199255,694778,1,30
Strølægget,EJ,6272029,551131,1,40
Strømhuse,NWJ,6289584,492135,1,30
Strømmen,EJ,6257286,564267,1,20
Strømmesbøl,WJ,6194104,472222,1,40
Strøvang,NEZ,6197870,698075,1,40
Strårup,EJ,6147767,534001,1,60
Strårup Mark,EJ,6147803,534624,1,40
Stråsø Plantage,WJ,6235090,466596,1,350
Stubbe,EJ,6235547,606056,1,30
Stubbe Sø,EJ,6236104,604879,1,400
Stubbedam,F,6113360,577863,1,350
Stubbehage,LFM,6080482,703008,1,580
Stubbehøj 13m,SZ,6104041,679043,5,540
Stubbekøbing,LFM,6087003,695155,1,10
Stubben,NEZ,6180959,726896,6,700
Stubbendrup,F,6126542,598117,1,90
Stubbergård,NWJ,6257100,492950,1,60
Stubbergård Sø,NWJ,6254873,495093,1,400
Stubberkloster,NWJ,6256070,494600,1,110
Stubberkloster Plantage,NWJ,6256023,495180,1,350
Stubberup,NEZ,6157341,685103,1,30
Stubberup,NWZ,6186058,651902,1,30
Stubberup Have,LFM,6102054,722966,1,350
Stubberup Huse,NEZ,6156796,685025,1,30
Stubberup Huse,SZ,6121046,653476,1,30
Stubberup Huse,NWZ,6187477,650292,1,40
Stubberup Knold,F,6161085,609938,6,700
Stubberup p. Hindsholm,F,6155718,605630,3,30
Stubberup p. Møn,LFM,6099873,722736,3,30
Stubberup Skov,SZ,6127064,700886,1,350
Stubberup Storskov,NEZ,6156660,684403,1,350
Stubberup v. Billeskov,F,6134117,559574,3,30
Stubberup v. Fakse,SZ,6126987,699680,3,30
Stubberup v. Glænø,SZ,6121837,653174,3,30
Stubberup v. Kyse,SZ,6129914,667830,3,30
Stubberup v. Løsning,EJ,6184751,544434,3,30
Stubberup v. Nysted,LFM,6061342,673653,3,30
Stubberup v. Rostrup,EJ,6285833,557759,3,40
Stubberup v. Tingsted,LFM,6078233,684833,3,10
Stubberup v. Ødsted,EJ,6167046,529370,3,40
Stubberup Østermark,EJ,6184665,545193,1,40
Stubberupgård,NEJ,6296832,547603,1,40
Stubberupholm,NWZ,6185951,652330,1,90
Stubberupvad,NEJ,6296832,547610,10,410
Stubbeskov,SZ,6134890,657946,1,350
Stubbum,SJ,6133973,535210,1,30
Stubbæk,SJ,6094796,527351,1,10
Stubbæk Skov,SJ,6096319,527804,1,350
Stubdrup,EJ,6154174,525168,1,30
Stubdrup,NEJ,6347766,562040,1,40
Stubdrup Bæk,NEJ,6348529,562394,4,420
Stubkær,WJ,6228606,512883,1,30
Stuby,SZ,6103765,683219,1,30
Stude,SZ,6134289,644270,1,30
Stude Enghave,SZ,6134440,645666,1,390
Studeby,B,6127053,878568,1,40
Studefælleden,EJ,6282744,573797,1,380
Studehave,LFM,6078818,673922,1,350
Studehave,NEZ,6199478,687332,1,350
Studeholm,NEZ,6180241,693361,1,610
Studeli Klit,NEJ,6390245,581335,1,480
Studemose Skov,SZ,6130817,680955,1,350
Studerum,SZ,6125792,691108,1,350
Studsdal,EJ,6154298,538083,1,30
Studsgård,WJ,6216445,494512,1,10
Studshoved,EJ,6206035,573449,1,40
Studstrup,EJ,6235741,583301,1,90
Studstrupværket,EJ,6235151,583424,1,120
Stundsig,WJ,6174384,469830,1,40
Stursbøl,SJ,6129759,512511,1,40
Stursbøl Plantage,SJ,6131553,513336,1,350
Styding,SJ,6123208,522815,1,10
Styding Skov,SJ,6125429,524771,1,350
Stydingdam,SJ,6124411,524005,1,40
Styg Gårde,WJ,6193991,462131,1,30
Styrhøj 48m,NWJ,6272263,485457,5,540
Styrt-om,SJ,6097178,527761,1,30
Styvel,EJ,6181908,524759,1,40
Styvel,NWJ,6281000,473417,1,30
Styvel Gårde,NWJ,6280105,473187,1,40
Styvel Mark,EJ,6181608,524145,1,40
Stængelris,F,6126989,566601,1,40
Stængerbjerg 50m,EJ,6221233,596020,5,540
Stærbæk Grund,SJ,6104059,536017,1,700
Stærbæk Sten,SJ,6103549,535208,1,580
Stærdal,NWJ,6271939,485094,1,30
Stæreby,F,6106174,591234,1,30
Stærhøj 57m,NWJ,6304845,482445,5,540
Stærkende,NEZ,6168031,700898,1,30
Stærkende Huse,NEZ,6167507,701957,1,40
Stærkær,EJ,6248085,544027,1,40
Stærmose p. Ærø,F,6086731,582920,3,30
Stærmose v. Odense,F,6135370,577787,3,40
Stærrede,SZ,6122988,657239,1,20
Stærremark,NWZ,6140295,645602,1,40
Stærsed,LFM,6054404,688570,1,580
Stævnebro,F,6124451,568174,1,30
Stødby v. Dannemare,LFM,6071067,639465,3,30
Stødby v. Maglehøj Strand,LFM,6068261,637386,3,30
Stødov,EJ,6222009,593705,1,30
Stødstrup,LFM,6083296,684020,1,30
Størlinge,SZ,6122476,685630,1,30
Størlinge Skov,SZ,6121575,686429,1,350
Størsbøl,WJ,6151490,480491,1,40
Støttrup v. Skavad Bæk,NEJ,6277966,533108,3,40
Støttrup v. Trend Å,NEJ,6295940,522141,3,30
Støvhøj 42m,NEJ,6276041,524819,5,300
Støvlbæk,WJ,6247268,463704,4,420
Støvlehøj 67m,WJ,6155510,498644,5,300
Støvlhuse,NWZ,6165489,651674,1,30
Støvring,EJ,6263120,572369,1,10
Støvring,NEJ,6305511,550820,1,10
Støvring Hede,NEJ,6307883,550095,1,40
Støvringgård,EJ,6262900,574100,1,60
Ståby,F,6123945,581156,1,30
Stågerup,F,6106126,593882,1,30
Ståldyb,LFM,6092799,650230,6,650
Stålgrund,LFM,6097079,649013,6,700
Stålgrund Sand,LFM,6096402,649450,1,610
Stålhøj Hage,EJ,6192652,604777,1,580
Stålmose Huse,LFM,6087503,650571,1,30
Stålvænge,SZ,6101058,698443,1,90
Stånum,EJ,6253067,567534,1,30
Stårby,SZ,6103885,694064,1,30
Stårup,NWJ,6272037,506775,1,40
Stårup,NWZ,6199059,664628,1,10
Stårup,WJ,6146661,490006,1,40
Stårupgård,NWJ,6271538,506957,1,60
Suderballe,LFM,6072994,638022,1,90
Sudergårde,NEJ,6337016,571466,1,30
Suderø,LFM,6092108,672956,1,610
Suderø Flak,LFM,6092101,671866,6,700
Sudkær,EJ,6201516,545342,1,40
Sukkertoppen 108m,EJ,6210757,542260,5,540
Sukkertoppen 110m,NEJ,6341104,575997,5,540
Sulbæk,NEJ,6358769,591382,1,40
Suldrup,NEJ,6300939,542856,1,10
Suldrup Kirke,NEJ,6301725,542220,1,70
Sulkendrup,F,6128657,609154,1,30
Sullerup,LFM,6084116,689361,1,30
Sulsted,NEJ,6336050,558212,1,10
Sulsted Kirke,NEJ,6334497,559960,1,70
Sult,EJ,6263439,569588,1,40
Sundbro,WJ,6252350,452802,1,210
Sundby,EJ,6250192,597797,1,30
Sundby p. Mors,NWJ,6303737,480105,3,10
Sundby Stengrund,NWJ,6305927,480479,6,700
Sundby v. Guldborg,LFM,6083453,679292,3,30
Sundby v. Nykøbing F.,LFM,6072847,683324,3,20
Sundby v. Snedsted,NWJ,6305145,475190,3,10
Sundbylille,NEZ,6192408,695371,1,30
Sundbyvester,NEZ,6172772,726485,1,20
Sundbyøster,NEZ,6173600,728133,1,20
Sunddraget,NWJ,6271190,471705,1,570
Sunde,NWJ,6296366,501319,1,30
Sundet,EJ,6192036,556524,1,20
Sundet,F,6106621,579966,1,380
Sundeved,SJ,6089690,544101,1,730
Sundkær,NWJ,6268874,473118,1,270
Sunds,WJ,6229122,501267,1,10
Sunds Nørreå,WJ,6232161,495970,4,420
Sunds Plantage,WJ,6233789,508432,1,350
Sunds Sø,WJ,6230036,501512,1,400
Sundsgård,F,6115347,593403,1,90
Sundsig,WJ,6168596,460355,1,270
Sundsmark,SJ,6086155,553079,1,20
Sundsted,NEJ,6354360,548062,1,40
Sundstrup,NEJ,6274001,518684,1,30
Sundsøre,LFM,6086373,658876,1,580
Sundsøre,NWJ,6284867,510223,1,30
Sundvedgård,LFM,6084553,678192,1,90
Sundå,WJ,6229986,448178,4,420
Surbæk,SJ,6104256,514995,4,430
Surender,EJ,6225992,603906,1,30
Surhave,WJ,6152580,499020,1,40
Surkær,EJ,6153730,528590,1,40
Surkær,NWJ,6267918,466691,1,30
Surløkke,SJ,6086839,548611,1,40
Suserup,SZ,6140517,662738,1,30
Susgård,WJ,6243178,456565,1,30
Suså,SZ,6134214,669117,4,430
Svalebæk,SZ,6133227,682219,4,420
Svalebæk,SZ,6133494,682676,1,30
Svalebølle,F,6101973,620792,1,40
Svalegård,NWZ,6197175,633067,1,50
Svalegård,WJ,6194137,514220,1,90
Svaleholm,NEZ,6181753,699237,1,90
Svaleklint,NWZ,6191404,648262,1,470
Svaleklint 11m,NEZ,6186420,693233,5,540
Svaleø,NEZ,6176239,694347,1,610
Svalhøje 55m,NWJ,6317672,471359,5,300
Svallerup,NWZ,6164777,637237,1,10
Svallerup Banke,NWZ,6162444,633218,6,700
Svallerup Strand,NWZ,6163780,634995,1,50
Svallinggård,EJ,6266150,558460,1,80
Svalmstrup,NEZ,6158896,677686,1,40
Svandshage,LFM,6101882,706880,6,700
Svanedam,F,6131316,614807,1,380
Svanegrund,EJ,6188385,585551,6,700
Svanehøj 38m,F,6147487,603030,5,540
Svaneke,B,6127362,891268,1,10
Svaneklapperne,NEZ,6169290,739585,1,620
Svanekær,LFM,6071963,634755,1,30
Svanemose,EJ,6144500,526995,7,40
Svanemose,EJ,6143284,527179,2,390
Svaneparken,NEZ,6194730,716669,1,150
Svanevig,LFM,6080151,658676,6,670
Svanfolk,NEJ,6302104,566036,1,30
Svanfolk Bakker,NEJ,6300432,566174,1,30
Svangensholt,NEJ,6351799,585022,1,40
Svanholm,NEZ,6186120,684393,1,60
Svanholm,NWJ,6289375,482369,1,90
Svanholm Mark,NEZ,6184889,684589,1,40
Svanholmsminde,NEJ,6301876,566002,1,90
Svankær,NWJ,6300765,461295,1,30
Svanninge,F,6109830,578400,1,10
Svanninge Bakker,F,6109769,580299,1,550
Svanninge Huse,F,6107996,581174,1,40
Svansbjerg,SZ,6147385,698723,1,30
Svansbjerg Overdrev,SZ,6146977,696603,1,40
Svanstrup,SJ,6101906,489512,1,30
Svantestenen,LFM,6098283,726394,1,440
Svapkær,EJ,6261960,608776,1,40
Svebølle,NWZ,6169996,643996,1,10
Svedegrøft,NEJ,6335890,551200,4,420
Svejbæk,EJ,6221155,539549,1,10
Svejdal,WJ,6240276,451411,1,30
Sveje,NEJ,6356410,583529,1,30
Svejgård,EJ,6202425,576406,1,90
Svejlund,SJ,6102530,509900,1,30
Svejrup,SJ,6094064,535197,1,40
Svejstrup Bæk,EJ,6260965,559144,4,420
Svejstrup Enge,EJ,6213554,551654,1,380
Svejstrup Hede,EJ,6245506,559338,1,40
Svejstrup Skov,EJ,6245361,558773,1,350
Svejstrup v. Lilleå,EJ,6260892,558518,3,30
Svejstrup v. Randers,EJ,6244974,560932,3,30
Svejstrup v. Ry,EJ,6214359,552267,3,30
Svelmø Trille,F,6099721,584768,1,580
Sveltekrog,F,6121227,601235,1,40
Svendborg,F,6103343,603652,1,10
Svendborg Sund,F,6100672,600942,6,660
Svendebjerg,F,6141377,581188,1,40
Svendemose Bakke 60m,F,6116781,567047,5,540
Svendlund,WJ,6216060,497173,1,40
Svendsgårde,NEJ,6316510,564353,1,30
Svendshede,NWJ,6253366,492501,1,40
Svennerup,SZ,6125549,690381,1,40
Svennerup Skov,SZ,6124301,690287,1,350
Svennum,NEJ,6349527,567486,1,30
Svenskeholm,NEZ,6167924,722282,1,270
Svenskehule,NWJ,6299989,499729,1,460
Svenskehøj,SJ,6134528,544819,1,310
Svenskeknolde,WJ,6151625,452256,1,480
Svensmarke,LFM,6097395,711876,1,30
Svenstrup,NEZ,6153730,686777,1,60
Svenstrup,SJ,6098253,553075,1,10
Svenstrup,NWZ,6177887,631718,1,30
Svenstrup,WJ,6238590,478443,1,40
Svenstrup Hede,NWJ,6256869,488657,1,40
Svenstrup Hestehave,NWZ,6194466,664578,1,40
Svenstrup Overdrev,NWZ,6179001,631751,1,40
Svenstrup v. Hammel,EJ,6233571,550711,3,10
Svenstrup v. Højslev,NWJ,6272211,508730,3,30
Svenstrup v. Korsør,SZ,6137427,637797,3,10
Svenstrup v. Løgstør,NEJ,6309397,512957,3,40
Svenstrup v. Middelfart,F,6148752,549177,3,30
Svenstrup v. Nimtofte,EJ,6252762,596403,3,30
Svenstrup v. Nygård Å,EJ,6246940,605658,3,40
Svenstrup v. Odense,F,6133458,585313,3,20
Svenstrup v. Rettestrup,SZ,6117711,676403,3,30
Svenstrup v. Særslev,F,6153703,575530,3,30
Svenstrup v. Søttrup Plantage,NEJ,6299496,530962,3,40
Svenstrup v. Vinderup,NWJ,6258188,489479,3,40
Svenstrup v. Østerkær Bæk,EJ,6273744,557839,3,30
Svenstrup v. Aalborg,NEJ,6314931,551614,3,10
Sverdrup,SJ,6124447,538724,1,30
Sverkilstrup,NEZ,6207098,683603,1,30
Sverrig,NWJ,6290649,504206,1,40
Svestrup,NEZ,6185393,696468,1,30
Svilshave,F,6148679,599777,1,30
Svinballe,EJ,6196651,567652,1,30
Svinbo,EJ,6234071,581320,1,40
Svindborg,NWJ,6298552,459335,1,30
Svindbæk,WJ,6195851,513063,1,40
Svinding,EJ,6257938,549432,1,30
Svindinge,F,6120510,607460,1,10
Svineholm,NEZ,6187339,690664,1,30
Svinekær,EJ,6256487,610279,1,380
Svinemose,B,6123192,879327,1,390
Svinemose,NEZ,6187565,703277,1,40
Svineold,NEZ,6160299,678660,1,30
Svineskov,EJ,6247022,617057,1,350
Svingelbjerg,NEJ,6288763,521545,1,30
Svingelbro,NEJ,6299994,576439,1,210
Svingeltoft,WJ,6237721,453445,1,40
Svinholt,EJ,6168829,534890,1,40
Svinholt Skov,EJ,6168225,534922,1,350
Svink,WJ,6191681,458311,1,30
Svinkløv Klitplantage,NEJ,6333500,519500,1,350
Svinninge,SZ,6107605,683929,1,40
Svinninge v. Hørve,NWZ,6178086,654628,3,10
Svinninge v. Vig,NWZ,6196146,663235,3,10
Svinninge Vejle,NWZ,6179634,652505,1,270
Svinningegård,NWZ,6178426,656137,1,80
Svinsager,EJ,6208512,564734,1,30
Svinsbjerg,LFM,6088569,644584,1,30
Svinsbjerg Lunder,LFM,6088044,643554,1,40
Svinø,SZ,6110436,675513,7,30
Svinø,SZ,6110497,676087,2,270
Svinø,F,6146063,550115,1,630
Svinø Strand,SZ,6111500,673500,1,50
Svinøvester,SZ,6111094,674721,1,30
Svinøøster,SZ,6109747,676918,1,40
Svitringen,NEJ,6321604,592637,6,700
Svitringen Rende Syd,NEJ,6302100,598100,1,250
Svogerslev,NEZ,6169675,689773,1,10
Svogerslev Sø,NEZ,6170522,689076,1,400
Svoldrup,NEJ,6291276,522952,1,30
Svoldrup Kær,NEJ,6292077,522847,1,380
Svollibjerg 66m,WJ,6191162,492846,5,300
Svollibjerg Plantage,WJ,6190924,493086,1,350
Svollimose,WJ,6192983,491632,1,390
Svolsbjerg 18m,NWZ,6186875,671253,5,540
Svorbæk,EJ,6207922,572715,1,30
Svostrup,EJ,6231171,541198,1,30
Svælget,WJ,6242174,456652,6,650
Sværdborg,SZ,6108591,683221,1,30
Sværm,EJ,6196606,601338,1,610
Sværup Mølleå,F,6143397,578295,4,420
Sybo Holm,NEJ,6344153,621924,1,610
Sydhage,EJ,6222204,612238,1,580
Sydhalen,NWJ,6283225,452742,1,270
Sydhavnen,NEJ,6352700,628100,1,140
Sydkanal,EJ,6251845,607436,4,340
Sydstranden,NEZ,6166052,730026,1,20
Sydøstrev,NWZ,6191413,640311,6,700
Sydøstrevet,NWZ,6230567,669272,6,700
Sylager Næbbe,NWZ,6180226,655249,1,30
Sylkehøje 14m,LFM,6082073,673947,5,300
Syltemade Å,F,6104292,596025,4,420
Sylten,EJ,6281450,579678,1,270
Syltholm,LFM,6057838,654691,1,270
Syltholm Vindmøllepark,LFM,6057783,654346,1,120
Synebjerg 82m,F,6124213,574783,5,540
Synnedrup,EJ,6208972,575791,1,30
Synshøj 41m,NWJ,6284072,468217,5,300
Syrbugt,NEJ,6355884,631263,6,670
Syrehuse,F,6127995,562114,1,40
Syrodde,NEJ,6355613,632324,1,480
Syrsig,NEJ,6354678,631633,1,370
Systofte,LFM,6075011,688243,1,30
Systofte Skov,LFM,6075245,686188,1,350
Systofte Skovby,LFM,6074938,686924,1,10
Syv Holme,NEZ,6161846,692178,1,40
Syvbæk Huse,NWZ,6156597,645460,1,30
Syvendekøb,NWZ,6169877,656862,1,30
Syvendeskov,NWZ,6165490,664824,1,350
Syvhøje 39m,NEZ,6179794,706548,5,540
Syvmandsskov,SJ,6096235,532929,1,350
Syvsig Hage,SJ,6122950,545785,6,700
Syvsten,NEJ,6352890,586532,1,10
Syvstjernen,NEZ,6186721,712535,1,20
Syvveje,EJ,6249683,579835,1,30
Sæby,NEZ,6177281,685019,1,10
Sæby,NEJ,6354341,591306,1,10
Sæby,NWZ,6158237,645609,1,10
Sæby,NWJ,6290966,494393,1,40
Sæby Søndermark,NEJ,6352819,592393,1,40
Sæby Å,NEJ,6357437,583941,4,420
Sæbygård,NEJ,6355745,589122,1,60
Sæbygård,NWZ,6159124,646073,1,60
Sæbygård Skov,NEJ,6356114,589655,1,350
Sæbygårds Hage,NWJ,6295490,497897,1,560
Sæbyholm,LFM,6078749,640852,1,60
Sæbyholm Huse,LFM,6080433,640913,1,30
Sæbyholm Skov,LFM,6079707,640633,1,350
Sæd,SJ,6085479,494025,1,10
Sæd Mark,SJ,6085702,492411,1,40
Sædballe,F,6072850,610821,1,30
Sædde,EJ,6265605,574407,1,30
Sædder,SZ,6143143,696778,1,30
Sædding Hede,WJ,6210450,473289,1,40
Sædding v. Esbjerg,WJ,6151359,462315,3,20
Sædding v. Nørre Nebel,WJ,6182183,456917,3,40
Sædding v. Rækker Mølle,WJ,6209276,471637,3,30
Sæderup,NEJ,6314536,559936,1,30
Sædholm,F,6132158,569304,1,30
Sædhøj Plantage,WJ,6210065,495573,1,350
Sædhøje 67m,NEJ,6301732,549096,5,300
Sædinge,LFM,6065345,655642,1,30
Sædingegård,LFM,6065881,655059,1,60
Sædingeskov,LFM,6067490,656666,1,40
Sækbæk,WJ,6173186,469268,1,40
Sækken,LFM,6110427,710329,6,650
Sækken,WJ,6253064,463435,1,350
Sælgrund,EJ,6189214,563340,6,700
Sælhage,SJ,6136043,545276,6,700
Sælhunderev,NEJ,6356361,630059,6,700
Sælhøje 21m,EJ,6290238,660519,5,540
Sælstenen,LFM,6086571,660305,1,440
Sælvig,EJ,6194108,598411,6,670
Sælvig,EJ,6192092,597086,2,30
Sælø,NEZ,6190638,683342,1,440
Sæløer,LFM,6108883,704249,6,700
Sæne Bugt,B,6140959,865191,6,670
Særløse,NEZ,6163121,684057,1,30
Særløse Overdrev,NEZ,6162071,683295,1,30
Særmark,WJ,6149308,493337,1,40
Særslev,LFM,6080769,695761,1,30
Særslev,NWZ,6177543,649704,1,20
Særslev,F,6152629,574216,1,10
Særslevgård,NWZ,6178824,650344,1,80
Sæsing,NEJ,6358365,572005,1,30
Sø,NWJ,6306918,490785,1,60
Sø Bugt,NWJ,6307548,488543,6,670
Sø Søby,F,6126297,564772,1,30
Sø Torup,SZ,6132910,689530,1,40
Sø Torup Sø,SZ,6132227,689696,1,400
Søbakke 80m,EJ,6233545,554551,5,540
Søbakken 76m,NEJ,6333628,561451,5,540
Søballe,EJ,6219910,556957,1,30
Søbanke Huse,NWZ,6166280,645818,1,30
Søbjerg,WJ,6227718,511340,2,40
Søbjerg,F,6161783,603317,1,270
Søbjerg 104m,NEZ,6161893,679251,5,540
Søbjerg 39m,EJ,6272396,554301,5,540
Søbjerg 77m = Søbjerg Bakke,WJ,6228333,511298,8,540
Søbjerg 8m,LFM,6101584,720565,5,540
Søbjerg Huse,SZ,6148219,665047,1,30
Søbo,SJ,6092514,557453,1,40
Søbo,F,6118613,576612,1,60
Søbo Løkker,F,6117763,576527,1,40
Søborg,LFM,6086944,698422,1,30
Søborg = Søborg Station,NEZ,6222485,707430,8,260
Søborg Hestehave,NEZ,6223066,705965,1,40
Søborg Kanal,NEZ,6222005,706022,4,420
Søborg Slotsruin,NEZ,6221313,705972,1,110
Søborg Sø,NEZ,6219432,706743,1,270
Søborg v. Græsted,NEZ,6220842,706727,3,30
Søborg v. København,NEZ,6182409,720594,3,20
Søborggård,NEZ,6189279,697018,1,80
Søby,LFM,6063659,675895,1,40
Søby,NWZ,6171048,669029,1,30
Søby,WJ,6211313,503207,1,30
Søby,NWJ,6265267,507059,1,30
Søby Bugt,F,6089655,580909,6,670
Søby Høje 70m,EJ,6247024,576278,5,300
Søby Mark,F,6087531,581690,1,40
Søby Mark,WJ,6211501,506739,1,40
Søby p. Tåsinge,F,6092619,600419,3,30
Søby p. Ærø,F,6088845,580622,3,10
Søby Rev,EJ,6194336,577024,1,600
Søby Sø,WJ,6211740,504407,1,400
Søby Sø,F,6127918,587102,1,400
Søby Søgård,F,6128225,586960,1,60
Søby v. Fårvang,EJ,6236119,548636,3,40
Søby v. Gylling,EJ,6195688,575422,3,30
Søby v. Kolindsund,EJ,6249622,604628,3,30
Søby v. Voldum,EJ,6246195,576672,3,10
Søby Volde,F,6086850,582200,1,320
Søby Å,WJ,6210375,501720,4,420
Søbygård,SZ,6111616,699923,1,90
Søbygård,EJ,6249001,604704,2,80
Søbygård,F,6125909,564204,1,80
Søbygård = Søbygård Herregård,EJ,6234870,549400,8,60
Søbygård Sø,EJ,6235059,550120,1,400
Søbylund,WJ,6210484,506501,1,30
Søbyvad,EJ,6233807,548538,1,40
Søbæk,SZ,6134354,683557,4,420
Sødal,EJ,6263708,531260,1,60
Sødal Skov,EJ,6264003,532026,1,350
Søderup,SJ,6096978,518083,1,30
Søderup Å,SJ,6094517,513249,4,420
Sødinge,F,6124013,595700,1,30
Sødinge Hede,F,6125744,595413,1,40
Sødisbakke,EJ,6278791,560807,1,150
Sødover,EJ,6175591,520832,1,30
Sødover Mark,EJ,6177053,520427,1,40
Sødring,EJ,6276926,580673,1,30
Sødring Kær,EJ,6279295,581791,1,40
Sødringholm,EJ,6277051,581105,1,60
Sødringholm Skov,EJ,6278046,581782,1,350
Sødrup,EJ,6199467,566043,1,40
Søen,SJ,6082291,567229,1,390
Søen,NWZ,6171162,637493,2,30
Søen = Søen Mose,NWZ,6165268,634982,8,390
Søenge,NEJ,6330583,543677,1,40
Søften,EJ,6233128,567437,1,10
Søfælde,F,6112816,590193,1,40
Søgrund,EJ,6190645,578885,6,700
Søgyden,F,6137951,607070,1,30
Søgård,LFM,6063499,650433,1,80
Søgård,NEZ,6188003,699639,1,30
Søgård,EJ,6169607,520263,1,30
Søgård,SZ,6132164,673568,1,80
Søgård,NWZ,6157286,639285,1,90
Søgård,WJ,6168882,498486,1,40
Søgård,F,6066870,608342,1,60
Søgård = Søgård Herregård,SJ,6088710,528917,8,60
Søgård Sø,EJ,6142763,520572,1,400
Søgård v. Bredebro,SJ,6101819,492385,3,40
Søgård v. Brovst,NEJ,6327249,554661,3,90
Søgård v. Kliplev,SJ,6087608,528842,3,30
Søgård v. Sejbæk,NWJ,6252343,508951,3,30
Søgård v. Sevel,NWJ,6258129,493560,3,40
Søgård v. Skibsted Å,NEJ,6299431,564547,3,90
Søgårde,LFM,6036800,666349,1,40
Søgårde p. Mors,NWJ,6308366,492984,3,30
Søgårde v. Hornsø,NWJ,6270157,455861,3,40
Søgårde v. Kloster,WJ,6220873,447871,3,30
